index,array_name,data_type,ax,az,bx,bz,mx,mz,nx,nz,apparent_resistivity_ohm_m,resistance_ohm,geometric_factor_m,dobs,standard_deviation
173,wenner,apparent_resistivity,220.0,0.0,400.0,0.0,280.0,0.0,340.0,0.0,87.38,0.2317826487894969,376.9911184307752,87.38,4.369
174,wenner,apparent_resistivity,210.0,0.0,390.0,0.0,270.0,0.0,330.0,0.0,80.35,0.21313499462389648,376.9911184307752,80.35,4.0175
175,wenner,apparent_resistivity,200.0,0.0,380.0,0.0,260.0,0.0,320.0,0.0,70.59,0.18724579054761487,376.9911184307752,70.59,3.5295000000000005
176,wenner,apparent_resistivity,190.0,0.0,370.0,0.0,250.0,0.0,310.0,0.0,60.66,0.16090564746590616,376.9911184307752,60.66,3.033
177,wenner,apparent_resistivity,180.0,0.0,360.0,0.0,240.0,0.0,300.0,0.0,49.05,0.13010916597762442,376.9911184307752,49.05,2.4525
178,wenner,apparent_resistivity,170.0,0.0,350.0,0.0,230.0,0.0,290.0,0.0,43.78,0.11613005680938629,376.9911184307752,43.78,2.189
179,wenner,apparent_resistivity,160.0,0.0,340.0,0.0,220.0,0.0,280.0,0.0,43.07,0.1142467233161322,376.9911184307752,43.07,2.1535
180,wenner,apparent_resistivity,150.0,0.0,330.0,0.0,210.0,0.0,270.0,0.0,50.95,0.1351490725088678,376.9911184307752,50.95,2.5475000000000003
181,wenner,apparent_resistivity,140.0,0.0,320.0,0.0,200.0,0.0,260.0,0.0,49.15,0.13037442421611092,376.9911184307752,49.15,2.4575
182,wenner,apparent_resistivity,130.0,0.0,310.0,0.0,190.0,0.0,250.0,0.0,59.98,0.15910189144419803,376.9911184307752,59.98,2.999
183,wenner,apparent_resistivity,120.0,0.0,300.0,0.0,180.0,0.0,240.0,0.0,67.53,0.1791288884499282,376.9911184307752,67.53,3.3765
184,wenner,apparent_resistivity,110.0,0.0,290.0,0.0,170.0,0.0,230.0,0.0,67.17,0.17817395879137682,376.9911184307752,67.17,3.3585000000000003
185,wenner,apparent_resistivity,100.0,0.0,280.0,0.0,160.0,0.0,220.0,0.0,76.44,0.20276339749907465,376.9911184307752,76.44,3.822
186,wenner,apparent_resistivity,90.0,0.0,270.0,0.0,150.0,0.0,210.0,0.0,57.16,0.15162160911887895,376.9911184307752,57.16,2.858
187,wenner,apparent_resistivity,80.0,0.0,260.0,0.0,140.0,0.0,200.0,0.0,77.74,0.20621175459939903,376.9911184307752,77.74,3.887
188,wenner,apparent_resistivity,70.0,0.0,250.0,0.0,130.0,0.0,190.0,0.0,74.87,0.19859884315483672,376.9911184307752,74.87,3.7435000000000005
189,wenner,apparent_resistivity,60.0,0.0,240.0,0.0,120.0,0.0,180.0,0.0,80.98,0.21480612152636142,376.9911184307752,80.98,4.049
190,wenner,apparent_resistivity,50.0,0.0,230.0,0.0,110.0,0.0,170.0,0.0,81.61,0.2164772484288263,376.9911184307752,81.61,4.0805
191,wenner,apparent_resistivity,40.0,0.0,220.0,0.0,100.0,0.0,160.0,0.0,75.56,0.20042912500039353,376.9911184307752,75.56,3.7780000000000005
192,wenner,apparent_resistivity,30.0,0.0,210.0,0.0,90.0,0.0,150.0,0.0,88.85,0.23568194489524832,376.9911184307752,88.85,4.4425
193,wenner,apparent_resistivity,20.0,0.0,200.0,0.0,80.0,0.0,140.0,0.0,82.99,0.22013781211993988,376.9911184307752,82.99,4.1495
194,wenner,apparent_resistivity,10.0,0.0,190.0,0.0,70.0,0.0,130.0,0.0,87.18,0.23125213231252392,376.9911184307752,87.18,4.359000000000001
195,wenner,apparent_resistivity,0.0,0.0,180.0,0.0,60.0,0.0,120.0,0.0,90.46,0.23995260253488085,376.9911184307752,90.46,4.523
196,wenner,apparent_resistivity,210.0,0.0,420.0,0.0,280.0,0.0,350.0,0.0,73.31,0.16668069825809784,439.822971502571,73.31,3.6655
197,wenner,apparent_resistivity,200.0,0.0,410.0,0.0,270.0,0.0,340.0,0.0,56.15,0.12766500078014176,439.822971502571,56.15,2.8075
198,wenner,apparent_resistivity,190.0,0.0,400.0,0.0,260.0,0.0,330.0,0.0,81.49,0.18527909017940788,439.822971502571,81.49,4.0745
199,wenner,apparent_resistivity,180.0,0.0,390.0,0.0,250.0,0.0,320.0,0.0,70.86,0.1611102752498815,439.822971502571,70.86,3.543
200,wenner,apparent_resistivity,170.0,0.0,380.0,0.0,240.0,0.0,310.0,0.0,63.43,0.1442171148616989,439.822971502571,63.43,3.1715
201,wenner,apparent_resistivity,160.0,0.0,370.0,0.0,230.0,0.0,300.0,0.0,63.0,0.1432394487827058,439.822971502571,63.0,3.1500000000000004
202,wenner,apparent_resistivity,150.0,0.0,360.0,0.0,220.0,0.0,290.0,0.0,57.43,0.1305752625966793,439.822971502571,57.43,2.8715
203,wenner,apparent_resistivity,140.0,0.0,350.0,0.0,210.0,0.0,280.0,0.0,43.18,0.09817586346725773,439.822971502571,43.18,2.1590000000000003
204,wenner,apparent_resistivity,130.0,0.0,340.0,0.0,200.0,0.0,270.0,0.0,56.81,0.12916560452929393,439.822971502571,56.81,2.8405000000000005
205,wenner,apparent_resistivity,120.0,0.0,330.0,0.0,190.0,0.0,260.0,0.0,49.88,0.11340926516319629,439.822971502571,49.88,2.494
206,wenner,apparent_resistivity,110.0,0.0,320.0,0.0,180.0,0.0,250.0,0.0,63.96,0.14542214514510896,439.822971502571,63.96,3.1980000000000004
207,wenner,apparent_resistivity,100.0,0.0,310.0,0.0,170.0,0.0,240.0,0.0,62.49,0.14207989134017915,439.822971502571,62.49,3.1245000000000003
208,wenner,apparent_resistivity,90.0,0.0,300.0,0.0,160.0,0.0,230.0,0.0,72.93,0.16581671428131325,439.822971502571,72.93,3.6465000000000005
209,wenner,apparent_resistivity,80.0,0.0,290.0,0.0,150.0,0.0,220.0,0.0,61.17,0.13907868384187483,439.822971502571,61.17,3.0585000000000004
210,wenner,apparent_resistivity,70.0,0.0,280.0,0.0,140.0,0.0,210.0,0.0,89.81,0.20419579198690174,439.822971502571,89.81,4.4905
211,wenner,apparent_resistivity,60.0,0.0,270.0,0.0,130.0,0.0,200.0,0.0,78.16,0.17770786217232198,439.822971502571,78.16,3.908
212,wenner,apparent_resistivity,50.0,0.0,260.0,0.0,120.0,0.0,190.0,0.0,83.68,0.19025836625614007,439.822971502571,83.68,4.184
213,wenner,apparent_resistivity,40.0,0.0,250.0,0.0,110.0,0.0,180.0,0.0,84.04,0.19107687739204124,439.822971502571,84.04,4.202000000000001
214,wenner,apparent_resistivity,30.0,0.0,240.0,0.0,100.0,0.0,170.0,0.0,86.72,0.19717023807041664,439.822971502571,86.72,4.336
215,wenner,apparent_resistivity,20.0,0.0,230.0,0.0,90.0,0.0,160.0,0.0,86.7,0.19712476522953323,439.822971502571,86.7,4.335
216,wenner,apparent_resistivity,10.0,0.0,220.0,0.0,80.0,0.0,150.0,0.0,97.95,0.222703238226445,439.822971502571,97.95,4.897500000000001
217,wenner,apparent_resistivity,0.0,0.0,210.0,0.0,70.0,0.0,140.0,0.0,87.41,0.19873905108089387,439.822971502571,87.41,4.3705
218,wenner,apparent_resistivity,180.0,0.0,420.0,0.0,260.0,0.0,340.0,0.0,106.16,0.2111986094829451,502.6548245743669,106.16,5.308
219,wenner,apparent_resistivity,170.0,0.0,410.0,0.0,250.0,0.0,330.0,0.0,87.19,0.17345899360227943,502.6548245743669,87.19,4.3595
220,wenner,apparent_resistivity,160.0,0.0,400.0,0.0,240.0,0.0,320.0,0.0,69.28,0.13782818071758138,502.6548245743669,69.28,3.4640000000000004
221,wenner,apparent_resistivity,150.0,0.0,390.0,0.0,230.0,0.0,310.0,0.0,77.83,0.15483786526052767,502.6548245743669,77.83,3.8915
222,wenner,apparent_resistivity,140.0,0.0,380.0,0.0,220.0,0.0,300.0,0.0,78.31,0.15579279491907905,502.6548245743669,78.31,3.9155
223,wenner,apparent_resistivity,130.0,0.0,370.0,0.0,210.0,0.0,290.0,0.0,71.26,0.1417672655591058,502.6548245743669,71.26,3.5630000000000006
224,wenner,apparent_resistivity,120.0,0.0,360.0,0.0,200.0,0.0,280.0,0.0,54.11,0.10764842463378071,502.6548245743669,54.11,2.7055000000000002
225,wenner,apparent_resistivity,110.0,0.0,350.0,0.0,190.0,0.0,270.0,0.0,62.24,0.12382254572549457,502.6548245743669,62.24,3.112
226,wenner,apparent_resistivity,100.0,0.0,340.0,0.0,180.0,0.0,260.0,0.0,46.75,0.09300616986932635,502.6548245743669,46.75,2.3375
227,wenner,apparent_resistivity,90.0,0.0,330.0,0.0,170.0,0.0,250.0,0.0,66.81,0.1329142718496191,502.6548245743669,66.81,3.3405000000000005
228,wenner,apparent_resistivity,80.0,0.0,320.0,0.0,160.0,0.0,240.0,0.0,98.5,0.19595952368189615,502.6548245743669,98.5,4.925000000000001
229,wenner,apparent_resistivity,70.0,0.0,310.0,0.0,150.0,0.0,230.0,0.0,74.64,0.14849156190473836,502.6548245743669,74.64,3.732
230,wenner,apparent_resistivity,60.0,0.0,300.0,0.0,140.0,0.0,220.0,0.0,81.45,0.16203962643543596,502.6548245743669,81.45,4.072500000000001
231,wenner,apparent_resistivity,50.0,0.0,290.0,0.0,130.0,0.0,210.0,0.0,77.0,0.15318663272594926,502.6548245743669,77.0,3.85
232,wenner,apparent_resistivity,40.0,0.0,280.0,0.0,120.0,0.0,200.0,0.0,93.26,0.185534874909377,502.6548245743669,93.26,4.663
233,wenner,apparent_resistivity,30.0,0.0,270.0,0.0,110.0,0.0,190.0,0.0,84.13,0.16737131702901442,502.6548245743669,84.13,4.2065
234,wenner,apparent_resistivity,20.0,0.0,260.0,0.0,100.0,0.0,180.0,0.0,94.72,0.18843945262080408,502.6548245743669,94.72,4.736
235,wenner,apparent_resistivity,10.0,0.0,250.0,0.0,90.0,0.0,170.0,0.0,98.84,0.1966359321900367,502.6548245743669,98.84,4.942
236,wenner,apparent_resistivity,0.0,0.0,240.0,0.0,80.0,0.0,160.0,0.0,139.02,0.27657150235794115,502.6548245743669,139.02,6.9510000000000005
237,wenner,apparent_resistivity,150.0,0.0,420.0,0.0,240.0,0.0,330.0,0.0,96.78,0.1711446154714848,565.4866776461628,96.78,4.839
238,wenner,apparent_resistivity,140.0,0.0,410.0,0.0,230.0,0.0,320.0,0.0,79.81,0.14113506675737963,565.4866776461628,79.81,3.9905000000000004
239,wenner,apparent_resistivity,130.0,0.0,400.0,0.0,220.0,0.0,310.0,0.0,62.83,0.11110783416070871,565.4866776461628,62.83,3.1415
240,wenner,apparent_resistivity,120.0,0.0,390.0,0.0,210.0,0.0,300.0,0.0,60.3,0.10663381187156987,565.4866776461628,60.3,3.015
241,wenner,apparent_resistivity,110.0,0.0,380.0,0.0,200.0,0.0,290.0,0.0,50.76,0.08976338790382897,565.4866776461628,50.76,2.5380000000000003
242,wenner,apparent_resistivity,100.0,0.0,370.0,0.0,190.0,0.0,280.0,0.0,48.54,0.08583756597422888,565.4866776461628,48.54,2.427
243,wenner,apparent_resistivity,90.0,0.0,360.0,0.0,180.0,0.0,270.0,0.0,62.76,0.11098404698274834,565.4866776461628,62.76,3.138
244,wenner,apparent_resistivity,80.0,0.0,350.0,0.0,170.0,0.0,260.0,0.0,64.91,0.11478608173438806,565.4866776461628,64.91,3.2455
245,wenner,apparent_resistivity,70.0,0.0,340.0,0.0,160.0,0.0,250.0,0.0,74.25,0.13130282805081364,565.4866776461628,74.25,3.7125000000000004
246,wenner,apparent_resistivity,60.0,0.0,330.0,0.0,150.0,0.0,240.0,0.0,67.69,0.11970220108767106,565.4866776461628,67.69,3.3845
247,wenner,apparent_resistivity,50.0,0.0,320.0,0.0,140.0,0.0,230.0,0.0,89.74,0.15869516214518542,565.4866776461628,89.74,4.487
248,wenner,apparent_resistivity,40.0,0.0,310.0,0.0,130.0,0.0,220.0,0.0,83.76,0.14812020037085727,565.4866776461628,83.76,4.188000000000001
249,wenner,apparent_resistivity,30.0,0.0,300.0,0.0,120.0,0.0,210.0,0.0,96.45,0.17056104734681451,565.4866776461628,96.45,4.822500000000001
250,wenner,apparent_resistivity,20.0,0.0,290.0,0.0,110.0,0.0,200.0,0.0,100.27,0.17731629048693717,565.4866776461628,100.27,5.0135000000000005
251,wenner,apparent_resistivity,10.0,0.0,280.0,0.0,100.0,0.0,190.0,0.0,103.64,0.18327575891160036,565.4866776461628,103.64,5.182
252,wenner,apparent_resistivity,0.0,0.0,270.0,0.0,90.0,0.0,180.0,0.0,97.12,0.17174586747872084,565.4866776461628,97.12,4.856000000000001
253,wenner,apparent_resistivity,120.0,0.0,420.0,0.0,220.0,0.0,320.0,0.0,62.82,0.09998113525032865,628.3185307179587,62.82,3.141
254,wenner,apparent_resistivity,110.0,0.0,410.0,0.0,210.0,0.0,310.0,0.0,56.84,0.09046366965343332,628.3185307179587,56.84,2.8420000000000005
255,wenner,apparent_resistivity,100.0,0.0,400.0,0.0,200.0,0.0,300.0,0.0,50.87,0.08096211955084716,628.3185307179587,50.87,2.5435
256,wenner,apparent_resistivity,90.0,0.0,390.0,0.0,190.0,0.0,290.0,0.0,45.12,0.07181071032306317,628.3185307179587,45.12,2.256
257,wenner,apparent_resistivity,80.0,0.0,380.0,0.0,180.0,0.0,280.0,0.0,49.08,0.07811324606950222,628.3185307179587,49.08,2.454
258,wenner,apparent_resistivity,70.0,0.0,370.0,0.0,170.0,0.0,270.0,0.0,63.58,0.10119071281782704,628.3185307179587,63.58,3.1790000000000003
259,wenner,apparent_resistivity,60.0,0.0,360.0,0.0,160.0,0.0,260.0,0.0,78.08,0.12426817956615187,628.3185307179587,78.08,3.904
260,wenner,apparent_resistivity,50.0,0.0,350.0,0.0,150.0,0.0,250.0,0.0,78.41,0.12479339087835513,628.3185307179587,78.41,3.9205
261,wenner,apparent_resistivity,40.0,0.0,340.0,0.0,140.0,0.0,240.0,0.0,89.51,0.14245958956155552,628.3185307179587,89.51,4.4755
262,wenner,apparent_resistivity,30.0,0.0,330.0,0.0,130.0,0.0,230.0,0.0,94.2,0.14992395639256542,628.3185307179587,94.2,4.71
263,wenner,apparent_resistivity,20.0,0.0,320.0,0.0,120.0,0.0,220.0,0.0,98.67,0.15703818234877312,628.3185307179587,98.67,4.9335
264,wenner,apparent_resistivity,10.0,0.0,310.0,0.0,110.0,0.0,210.0,0.0,113.79,0.18110240974426772,628.3185307179587,113.79,5.689500000000001
265,wenner,apparent_resistivity,0.0,0.0,300.0,0.0,100.0,0.0,200.0,0.0,75.99,0.12094184125553126,628.3185307179587,75.99,3.7995
266,wenner,apparent_resistivity,90.0,0.0,420.0,0.0,200.0,0.0,310.0,0.0,104.67,0.1514431626675335,691.1503837897545,104.67,5.2335
267,wenner,apparent_resistivity,80.0,0.0,410.0,0.0,190.0,0.0,300.0,0.0,86.67,0.12539962652522335,691.1503837897545,86.67,4.3335
268,wenner,apparent_resistivity,70.0,0.0,400.0,0.0,180.0,0.0,290.0,0.0,68.68,0.09937055901410338,691.1503837897545,68.68,3.4340000000000006
269,wenner,apparent_resistivity,60.0,0.0,390.0,0.0,170.0,0.0,280.0,0.0,69.5,0.1005569867716975,691.1503837897545,69.5,3.475
270,wenner,apparent_resistivity,50.0,0.0,380.0,0.0,160.0,0.0,270.0,0.0,75.48,0.10920922822342055,691.1503837897545,75.48,3.7740000000000005
271,wenner,apparent_resistivity,40.0,0.0,370.0,0.0,150.0,0.0,260.0,0.0,80.59,0.1166026987615986,691.1503837897545,80.59,4.0295000000000005
272,wenner,apparent_resistivity,30.0,0.0,360.0,0.0,140.0,0.0,250.0,0.0,93.49,0.13526723299692087,691.1503837897545,93.49,4.6745
273,wenner,apparent_resistivity,20.0,0.0,350.0,0.0,130.0,0.0,240.0,0.0,96.58,0.1397380400346841,691.1503837897545,96.58,4.829000000000001
274,wenner,apparent_resistivity,10.0,0.0,340.0,0.0,120.0,0.0,230.0,0.0,105.84,0.15313599251678367,691.1503837897545,105.84,5.292000000000001
275,wenner,apparent_resistivity,0.0,0.0,330.0,0.0,110.0,0.0,220.0,0.0,108.72,0.15730295829955326,691.1503837897545,108.72,5.436
276,wenner,apparent_resistivity,60.0,0.0,420.0,0.0,180.0,0.0,300.0,0.0,105.46,0.13987066915392735,753.9822368615504,105.46,5.273
277,wenner,apparent_resistivity,50.0,0.0,410.0,0.0,170.0,0.0,290.0,0.0,81.75,0.10842430498135369,753.9822368615504,81.75,4.0875
278,wenner,apparent_resistivity,40.0,0.0,400.0,0.0,160.0,0.0,280.0,0.0,108.49,0.1438893314669977,753.9822368615504,108.49,5.4245
279,wenner,apparent_resistivity,30.0,0.0,390.0,0.0,150.0,0.0,270.0,0.0,83.99,0.1113951972524024,753.9822368615504,83.99,4.1995
280,wenner,apparent_resistivity,20.0,0.0,380.0,0.0,140.0,0.0,260.0,0.0,90.89,0.12054660648018639,753.9822368615504,90.89,4.5445
281,wenner,apparent_resistivity,10.0,0.0,370.0,0.0,130.0,0.0,250.0,0.0,96.85,0.12845130198708385,753.9822368615504,96.85,4.8425
282,wenner,apparent_resistivity,0.0,0.0,360.0,0.0,120.0,0.0,240.0,0.0,101.88,0.13512254668501913,753.9822368615504,101.88,5.094
283,wenner,apparent_resistivity,30.0,0.0,420.0,0.0,160.0,0.0,290.0,0.0,86.69,0.1061318616664339,816.8140899333462,86.69,4.3345
284,wenner,apparent_resistivity,20.0,0.0,410.0,0.0,150.0,0.0,280.0,0.0,71.5,0.08753521870054244,816.8140899333462,71.5,3.575
285,wenner,apparent_resistivity,10.0,0.0,400.0,0.0,140.0,0.0,270.0,0.0,95.52,0.11694215510875264,816.8140899333462,95.52,4.776
286,wenner,apparent_resistivity,0.0,0.0,390.0,0.0,130.0,0.0,260.0,0.0,97.69,0.11959881838959428,816.8140899333462,97.69,4.8845
287,wenner,apparent_resistivity,0.0,0.0,420.0,0.0,140.0,0.0,280.0,0.0,125.59,0.14277335216365097,879.645943005142,125.59,6.2795000000000005
