              GEOPEN                   
                  10                   
                   1                   
                4093                   
                   1                   
                   0                   
                  15                  10              286.13                   
                  25                  10              329.54                   
                  35                  10              356.65                   
                  45                  10              290.18                   
                  55                  10              350.57                   
                  65                  10              300.33                   
                  75                  10              351.46                   
                  85                  10              355.06                   
                  95                  10              278.82                   
                 105                  10              242.39                   
                 115                  10              248.80                   
                 125                  10              218.44                   
                 135                  10              188.09                   
                 145                  10              261.34                   
                 155                  10              310.92                   
                 165                  10              420.73                   
                 175                  10              530.53                   
                 185                  10              628.75                   
                 195                  10              596.21                   
                 205                  10              637.56                   
                 215                  10              576.47                   
                 225                  10              546.27                   
                 235                  10              616.16                   
                 245                  10              762.80                   
                 255                  10              729.47                   
                 265                  10              589.90                   
                 275                  10              431.41                   
                 285                  10              445.52                   
                 295                  10              295.92                   
                 305                  10              264.51                   
                 315                  10              233.11                   
                 325                  10              201.86                   
                 335                  10              272.69                   
                 345                  10              305.83                   
                 355                  10              190.57                   
                 365                  10              187.37                   
                 375                  10              133.97                   
                 385                  10              134.72                   
                 395                  10              135.47                   
                 405                  10              138.52                   
                 415                  10              152.84                   
                 425                  10              188.55                   
                 435                  10              214.92                   
                 445                  10              263.72                   
                 455                  10              312.51                   
                 465                  10              273.57                   
                 475                  10              283.39                   
                 485                  10              327.11                   
                 495                  10              386.90                   
                 505                  10              318.58                   
                 515                  10              250.27                   
                 525                  10              371.61                   
                 535                  10              378.77                   
                 545                  10              399.22                   
                 555                  10              320.22                   
                 565                  10              241.21                   
                 575                  10              199.88                   
                 585                  10              158.55                   
                 595                  10              236.08                   
                 605                  10              168.51                   
                 615                  10              183.20                   
                 625                  10              250.95                   
                 635                  10              341.24                   
                 645                  10              309.99                   
                 655                  10              438.82                   
                 665                  10              296.41                   
                 675                  10              311.79                   
                 685                  10              292.58                   
                 695                  10              224.11                   
                 705                  10              238.77                   
                 715                  10              253.44                   
                 725                  10              206.67                   
                 735                  10              189.59                   
                 745                  10              137.70                   
                 755                  10              174.88                   
                 765                  10              212.05                   
                 775                  10              266.71                   
                 785                  10              321.37                   
                 795                  10              297.37                   
                 805                  10              381.71                   
                 815                  10              466.05                   
                 825                  10              374.82                   
                 835                  10              347.73                   
                 845                  10              381.61                   
                 855                  10              330.02                   
                 865                  10              353.78                   
                 875                  10              315.16                   
                 885                  10              457.73                   
                 895                  10              341.29                   
                 905                  10              485.68                   
                 915                  10              418.32                   
                 925                  10              515.84                   
                 935                  10              452.10                   
                 945                  10              388.35                   
                 955                  10              525.05                   
                 965                  10              485.56                   
                 975                  10              579.94                   
                 985                  10              674.31                   
                 995                  10              484.36                   
                1005                  10              494.09                   
                1015                  10              462.15                   
                1025                  10              427.64                   
                1035                  10              303.22                   
                1045                  10              304.41                   
                1055                  10              231.96                   
                1065                  10              266.84                   
                1075                  10              220.11                   
                1085                  10              262.05                   
                1095                  10              191.53                   
                1105                  10              239.89                   
                1115                  10              288.26                   
                1125                  10              367.67                   
                1135                  10              447.09                   
                1145                  10              377.64                   
                1155                  10              500.93                   
                1165                  10              454.61                   
                1175                  10              364.20                   
                1185                  10              314.55                   
                1195                  10              437.06                   
                1205                  10              314.72                   
                1215                  10              352.85                   
                1225                  10              288.58                   
                1235                  10              236.62                   
                1245                  10              184.65                   
                1255                  10              175.30                   
                1265                  10              165.95                   
                1275                  10              120.23                   
                1285                  10              166.67                   
                1295                  10              122.16                   
                1305                  10              157.69                   
                1315                  10              112.51                   
                1325                  10              105.18                   
                1335                  10               97.85                   
                1345                  10               70.71                   
                1355                  10               64.33                   
                1365                  10               95.04                   
                1415                  10              125.74                   
                1425                  10               98.64                   
                1435                  10              105.10                   
                1445                  10              109.41                   
                1455                  10               85.78                   
                1465                  10               71.01                   
                1475                  10               56.23                   
                1485                  10               84.31                   
                1495                  10               83.88                   
                1505                  10              124.00                   
                1515                  10               98.90                   
                1525                  10               73.80                   
                1535                  10              103.49                   
                1545                  10               89.37                   
                1555                  10              136.90                   
                1565                  10              184.43                   
                1575                  10              261.25                   
                  30                  20              338.07                   
                  40                  20              455.79                   
                  50                  20              390.97                   
                  60                  20              381.19                   
                  70                  20              370.51                   
                  80                  20              425.15                   
                  90                  20              348.13                   
                 100                  20              248.22                   
                 110                  20              344.43                   
                 120                  20              507.49                   
                 130                  20              368.53                   
                 140                  20              255.38                   
                 150                  20              317.87                   
                 160                  20              429.18                   
                 170                  20              438.47                   
                 180                  20              511.01                   
                 190                  20              491.28                   
                 200                  20              566.79                   
                 210                  20              657.33                   
                 220                  20              675.46                   
                 230                  20              574.35                   
                 240                  20              680.33                   
                 250                  20              563.61                   
                 260                  20              589.56                   
                 270                  20              516.32                   
                 280                  20              637.75                   
                 290                  20              485.73                   
                 300                  20              357.49                   
                 310                  20              299.21                   
                 320                  20              240.94                   
                 330                  20              218.09                   
                 340                  20              222.29                   
                 350                  20              276.72                   
                 360                  20              199.30                   
                 370                  20              164.04                   
                 380                  20              128.79                   
                 390                  20              151.05                   
                 400                  20              183.65                   
                 410                  20              177.74                   
                 420                  20              207.25                   
                 430                  20              205.58                   
                 440                  20              169.94                   
                 450                  20              277.82                   
                 460                  20              385.71                   
                 470                  20              306.26                   
                 480                  20              213.81                   
                 490                  20              299.18                   
                 500                  20              429.68                   
                 510                  20              373.50                   
                 520                  20              271.88                   
                 530                  20              299.60                   
                 540                  20              392.85                   
                 550                  20              408.12                   
                 560                  20              297.17                   
                 570                  20              264.36                   
                 580                  20              231.55                   
                 590                  20              339.61                   
                 600                  20              278.71                   
                 610                  20              198.11                   
                 620                  20              214.16                   
                 630                  20              316.72                   
                 640                  20              337.68                   
                 650                  20              368.22                   
                 660                  20              263.63                   
                 670                  20              264.32                   
                 680                  20              384.77                   
                 690                  20              316.53                   
                 700                  20              248.29                   
                 710                  20              256.57                   
                 720                  20              322.49                   
                 730                  20              309.53                   
                 740                  20              230.34                   
                 750                  20              191.46                   
                 760                  20              278.91                   
                 770                  20              342.06                   
                 780                  20              445.54                   
                 790                  20              539.59                   
                 800                  20              437.15                   
                 810                  20              434.46                   
                 820                  20              549.69                   
                 830                  20              561.09                   
                 840                  20              550.25                   
                 850                  20              611.59                   
                 860                  20              517.04                   
                 870                  20              450.55                   
                 880                  20              454.19                   
                 890                  20              550.56                   
                 900                  20              645.93                   
                 910                  20              678.69                   
                 920                  20              493.14                   
                 930                  20              462.68                   
                 940                  20              537.13                   
                 950                  20              704.47                   
                 960                  20              520.69                   
                 970                  20              400.35                   
                 980                  20              602.89                   
                 990                  20              560.26                   
                1000                  20              434.76                   
                1010                  20              309.25                   
                1020                  20              417.72                   
                1030                  20              559.62                   
                1040                  20              407.42                   
                1050                  20              324.18                   
                1060                  20              240.94                   
                1070                  20              212.66                   
                1080                  20              311.81                   
                1090                  20              361.97                   
                1100                  20              287.59                   
                1110                  20              253.15                   
                1120                  20              331.55                   
                1130                  20              392.42                   
                1140                  20              342.14                   
                1150                  20              458.05                   
                1160                  20              560.97                   
                1170                  20              521.24                   
                1180                  20              356.59                   
                1190                  20              448.23                   
                1200                  20              493.24                   
                1210                  20              394.78                   
                1220                  20              380.90                   
                1230                  20              355.16                   
                1240                  20              287.05                   
                1250                  20              285.38                   
                1260                  20              233.79                   
                1270                  20              176.89                   
                1280                  20              119.99                   
                1290                  20              152.55                   
                1300                  20              168.73                   
                1310                  20              140.63                   
                1320                  20              139.77                   
                1330                  20              119.75                   
                1340                  20              111.76                   
                1350                  20               95.99                   
                1370                  20              124.12                   
                1390                  20              132.44                   
                1410                  20               98.95                   
                1430                  20              121.26                   
                1440                  20              143.35                   
                1450                  20              182.10                   
                1460                  20              160.89                   
                1470                  20              153.16                   
                1480                  20              111.23                   
                1490                  20              114.05                   
                1500                  20              153.77                   
                1510                  20             1595.99                   
                1520                  20              853.84                   
                1530                  20              480.96                   
                1540                  20              292.06                   
                1550                  20              234.98                   
                1560                  20              344.98                   
                  45                  30              454.98                   
                  55                  30              487.97                   
                  65                  30              482.58                   
                  75                  30              423.40                   
                  85                  30              347.74                   
                  95                  30              306.21                   
                 105                  30              337.08                   
                 115                  30              437.95                   
                 125                  30              509.76                   
                 135                  30              455.63                   
                 145                  30              346.97                   
                 155                  30              371.46                   
                 165                  30              448.75                   
                 175                  30              508.67                   
                 185                  30              548.07                   
                 195                  30              577.22                   
                 205                  30              635.94                   
                 215                  30              622.81                   
                 225                  30              593.52                   
                 235                  30              540.79                   
                 245                  30              525.00                   
                 255                  30              491.64                   
                 265                  30              677.21                   
                 275                  30              632.07                   
                 285                  30              650.64                   
                 295                  30              541.80                   
                 305                  30              376.39                   
                 315                  30              311.80                   
                 325                  30              247.21                   
                 335                  30              251.82                   
                 345                  30              352.89                   
                 355                  30              287.10                   
                 365                  30              218.89                   
                 375                  30              150.68                   
                 385                  30              182.28                   
                 395                  30              198.86                   
                 405                  30              254.73                   
                 415                  30              227.99                   
                 425                  30              192.66                   
                 435                  30              165.46                   
                 445                  30              240.07                   
                 455                  30              291.87                   
                 465                  30              262.24                   
                 475                  30              279.78                   
                 485                  30              258.97                   
                 495                  30              309.47                   
                 505                  30              324.21                   
                 515                  30              320.02                   
                 525                  30              263.66                   
                 535                  30              349.07                   
                 545                  30              366.27                   
                 555                  30              319.50                   
                 565                  30              245.69                   
                 575                  30              205.23                   
